Table Name,Row Count
sa_exp_240129,144180
sa_exp_240130,144990
sa_exp_240131,323190
sa_exp_240201,140130
sa_exp_240202,187920
sa_exp_240205,154710
sa_exp_240206,144180
sa_exp_240207,144180
sa_exp_240208,143370
sa_exp_240209,195210
sa_exp_240212,146610
sa_exp_240213,146610
sa_exp_240214,146610
sa_exp_240215,140940
sa_exp_240216,310230
sa_exp_240220,140130
sa_exp_240221,140130
sa_exp_240222,136890
sa_exp_240223,195210
sa_exp_240226,153090
sa_exp_240227,148230
sa_exp_240228,145800
sa_exp_240229,317520
sa_exp_240301,187110
sa_exp_240304,153900
sa_exp_240305,144990
sa_exp_240306,145800
sa_exp_240307,140130
sa_exp_240308,196830
sa_exp_240311,144990
sa_exp_240312,143370
sa_exp_240313,143370
sa_exp_240314,140130
sa_exp_240315,328860
sa_exp_240318,145800
sa_exp_240319,140130
sa_exp_240320,139320
sa_exp_240321,147420
sa_exp_240322,196830
sa_exp_240325,146610
sa_exp_240326,144180
sa_exp_240327,144180
sa_exp_240328,395280
sa_exp_240401,142560
sa_exp_240402,141750
sa_exp_240403,140940
sa_exp_240404,140940
sa_exp_240405,185490
sa_exp_240408,146610
sa_exp_240409,144180
sa_exp_240410,144180
sa_exp_240411,144180
sa_exp_240412,139917
sa_exp_240415,145800
sa_exp_240416,154710
sa_exp_240417,154710
sa_exp_240418,158760
sa_exp_240419,340200
sa_exp_240422,163620
sa_exp_240423,162000
sa_exp_240424,162810
sa_exp_240425,159570
sa_exp_240426,152993
sa_exp_240429,157140
sa_exp_240430,289170
sa_exp_240501,149850
sa_exp_240502,149040
sa_exp_240503,200070
sa_exp_240506,148230
sa_exp_240507,155520
sa_exp_240508,157140
sa_exp_240509,150660
sa_exp_240510,191970
sa_exp_240513,151470
sa_exp_240514,151470
sa_exp_240515,156330
sa_exp_240516,162000
sa_exp_240517,302940
sa_exp_240520,160380
sa_exp_240521,160380
sa_exp_240522,160380
sa_exp_240523,154710
sa_exp_240524,208170
sa_exp_240528,153900
sa_exp_240529,158760
sa_exp_240530,146610
sa_exp_240531,277020
sa_exp_240603,159570
sa_exp_240604,146610
sa_exp_240605,144180
sa_exp_240606,153090
sa_exp_240607,213030
sa_exp_240610,149850
sa_exp_240611,147420
sa_exp_240612,115179
sa_exp_240613,156330
sa_exp_240614,144211
sa_exp_240617,160380
sa_exp_240618,157950
sa_exp_240620,157950
sa_exp_240621,320760
sa_exp_240624,153090
sa_exp_240625,152280
sa_exp_240626,152280
sa_exp_240627,149850
sa_exp_240628,390420
sa_exp_240701,144180
sa_exp_240702,143370
sa_exp_240703,81536
sa_exp_240705,215460
sa_exp_240708,154710
sa_exp_240709,152280
sa_exp_240710,157950
sa_exp_240711,157950
sa_exp_240712,222750
sa_exp_240715,152280
sa_exp_240716,151470
sa_exp_240717,163620
sa_exp_240718,157950
sa_exp_240719,349920
sa_exp_240722,167670
sa_exp_240723,167670
sa_exp_240724,157950
sa_exp_240725,168480
sa_exp_240726,223560
sa_exp_240729,168480
sa_exp_240730,168480
sa_exp_240731,341010
sa_exp_240801,167670
sa_exp_240802,219510
sa_exp_240805,172530
sa_exp_240806,196830
sa_exp_240807,189540
sa_exp_240808,189540
sa_exp_240809,243810
sa_exp_240812,189540
sa_exp_240813,187920
sa_exp_240814,179010
sa_exp_240815,164430
sa_exp_240816,343440
sa_exp_240819,174960
sa_exp_240820,180630
sa_exp_240821,180630
sa_exp_240822,175770
sa_exp_240823,221940
sa_exp_240826,177390
sa_exp_240827,176580
sa_exp_240828,174960
sa_exp_240829,168480
sa_exp_240830,308610
sa_exp_240903,176580
sa_exp_240904,170100
sa_exp_240905,162000
sa_exp_240906,225180
sa_exp_240909,132500
sa_exp_240910,167670
sa_exp_240911,166050
sa_exp_240912,166050
sa_exp_240913,217080
sa_exp_240916,160380
sa_exp_240917,158760
sa_exp_240918,153900
sa_exp_240919,153900
sa_exp_240920,328050
sa_exp_240923,162810
sa_exp_240924,159570
sa_exp_240925,160380
sa_exp_240926,161190
sa_exp_240927,217080
sa_exp_240930,379080
sa_exp_241001,159570
sa_exp_241002,157950
sa_exp_241003,157140
sa_exp_241004,209790
sa_exp_241007,150660
sa_exp_241008,153090
sa_exp_241009,149850
sa_exp_241010,157140
sa_exp_241011,208980
sa_exp_241014,158760
sa_exp_241015,162000
sa_exp_241016,159570
sa_exp_241017,157950
sa_exp_241018,366120
sa_exp_241021,150660
sa_exp_241022,153090
sa_exp_241023,148230
sa_exp_241024,153090
sa_exp_241025,216270
sa_exp_241028,150660
sa_exp_241029,152280
sa_exp_241030,148230
sa_exp_241031,337770
sa_exp_241101,201690
sa_exp_241104,159570
sa_exp_241105,166050
sa_exp_241106,160380
sa_exp_241107,177390
sa_exp_241108,227610
sa_exp_241111,185490
sa_exp_241112,178200
sa_exp_241113,172530
sa_exp_241114,172530
sa_exp_241115,352350
sa_exp_241118,171720
sa_exp_241119,164430
sa_exp_241120,163620
sa_exp_241121,157950
sa_exp_241122,221130
sa_exp_241125,158760
sa_exp_241126,159570
sa_exp_241127,162810
sa_exp_241129,186816
sa_exp_241202,157140
sa_exp_241203,158760
sa_exp_241204,157140
sa_exp_241205,162810
sa_exp_241206,226800
sa_exp_241209,157140
sa_exp_241210,158760
sa_exp_241211,157950
sa_exp_241212,157950
sa_exp_241213,204120
sa_exp_241216,156330
sa_exp_241217,157950
sa_exp_241218,153900
sa_exp_241219,178200
sa_exp_241220,359640
sa_exp_241223,177390
sa_exp_241224,96320
sa_exp_241226,168480
sa_exp_241227,223560
sa_exp_241230,155520
sa_exp_241231,404190
sa_exp_250102,170910
sa_exp_250103,218700
sa_exp_250106,163620
sa_exp_250107,162000
sa_exp_250108,162000
sa_exp_250110,204120
sa_exp_250113,167670
sa_exp_250114,163620
sa_exp_250115,163620
sa_exp_250116,163620
sa_exp_250117,350730
sa_exp_250121,170910
sa_exp_250122,164430
sa_exp_250123,170100
sa_exp_250124,247860
sa_exp_250127,171720
sa_exp_250128,171720
sa_exp_250129,165240
sa_exp_250130,165240
sa_exp_250131,339390
sa_exp_250203,157140
sa_exp_250204,162000
sa_exp_250205,160380
sa_exp_250206,160380
sa_exp_250207,230850
sa_exp_250210,162810
sa_exp_250211,158760
sa_exp_250212,157140
sa_exp_250213,157140
sa_exp_250214,208170
sa_exp_250218,161190
sa_exp_250219,161190
sa_exp_250220,131903
sa_exp_250221,287690
sa_exp_250224,149733
sa_exp_250225,158556
sa_exp_250226,160962
sa_exp_250227,159375
sa_exp_250228,292905
sa_exp_250303,162773
sa_exp_250304,166971
sa_exp_250305,183254
sa_exp_250306,180410
sa_exp_250307,248920
sa_exp_250310,181963
sa_exp_250311,198424
sa_exp_250312,196976
sa_exp_250313,191900
sa_exp_250314,217831
sa_exp_250317,181335
sa_exp_250318,182930
sa_exp_250319,184007
sa_exp_250320,172798
sa_exp_250321,286356
sa_exp_250324,156271
sa_exp_250325,165345
sa_exp_250326,164771
sa_exp_250327,158662
sa_exp_250328,222373
sa_exp_250331,344073
sa_exp_250401,162007
sa_exp_250402,153623
sa_exp_250403,147404
sa_exp_250404,226078
sa_exp_250407,210780
sa_exp_250408,203798
sa_exp_250409,214372
sa_exp_250410,214920
sa_exp_250411,269379
sa_exp_250414,191811
sa_exp_250415,181898
sa_exp_250416,178493
sa_exp_250417,347734
sa_exp_250421,162820
sa_exp_250422,170167
sa_exp_250423,172653
sa_exp_250424,147909
sa_exp_250425,189801
sa_exp_250428,150802
sa_exp_250429,147452
sa_exp_250430,315849
sa_exp_250501,135690
sa_exp_250502,170863
sa_exp_250505,136446
sa_exp_250506,137868
sa_exp_250507,146787
sa_exp_250508,140283
sa_exp_250509,169383
sa_exp_250512,125578
sa_exp_250513,145328
sa_exp_250514,144750
sa_exp_250515,140735
sa_exp_250516,281179
sa_exp_250519,133345
sa_exp_250520,124923
sa_exp_250521,147915
sa_exp_250522,138948
sa_exp_250523,183022
sa_exp_250527,121765
sa_exp_250528,105087
sa_exp_250529,121021
sa_exp_250530,262828
sa_exp_250602,108237
sa_exp_250603,97605
sa_exp_250604,104904
sa_exp_250605,114963
sa_exp_250606,165939
sa_exp_250609,100857
sa_exp_250610,104993
sa_exp_250611,136295
sa_exp_250612,117889
sa_exp_250613,176672
sa_exp_250616,134261
sa_exp_250617,135669
sa_exp_250618,140316
sa_exp_250620,307044
sa_exp_250623,140564
sa_exp_250624,130680
sa_exp_250625,127292
sa_exp_250626,140994
sa_exp_250627,180039
